uid,epochs_tested,identifiable_epoch_jackknifes,single_epoch_jackknife_max
P0807,9,9,0.6344786517270112
P0808,37,37,0.03494309957669122
P0809,21,21,0.01084383342003063
P0810,15,15,0.05640914175230619
P0811,46,46,0.008305022891879475
P0812,25,25,0.003947464489841107
P0813,16,16,0.10165663368499478
P0814,11,11,0.085901451755772
P0815,24,24,0.028624498091398744
P0816,33,33,0.012884961571664848
P0817,27,27,0.022661883641937094
P0818,19,19,0.012493068050471515
P0819,21,21,0.008223288616751642
P0820,44,44,0.010604560945488756
P0821,29,29,0.017888631384664063
P0822,21,21,0.02078216361843246
P0823,21,21,0.036929556746127426
P0824,18,18,0.014882219565164091
P0825,18,18,0.01167832765637544
P0826,18,18,0.025775006938521437
P0827,27,27,0.014763263095421872
P0828,15,15,0.01598129483731931
P0829,15,15,0.014306957188880465
P0830,19,19,0.006390443444224817
P0831,28,28,0.008043320164492967
P0832,16,16,0.010745036486322967
P0833,20,20,0.01601311468886063
P0834,13,13,0.006819000878392113
P0835,9,9,0.01739683385884655
P0836,15,15,0.04381196036041593
P0837,10,10,0.009173935442200583
P0838,17,17,0.016408936615623267
P0839,7,7,0.025403454667420063
P0840,34,34,0.013456517715637278
P0841,22,22,0.02643148541127646
P0842,17,17,0.016283443521095058
P0843,29,29,0.013804078767262676
P0844,19,19,0.0071388434567284265
P0845,14,14,0.040343637067130594
P0846,21,21,0.018458460546766104
P0847,16,16,0.011739515492553667
P0848,27,27,0.03050925907577526
P0849,16,16,0.06981365235843214
P0850,16,16,0.012689222761201126
P0851,17,17,0.008686051201734081
P0852,14,14,0.011467578047306366
P0853,9,9,0.015281873034121618
P0854,8,8,0.018767489639335836
P0855,12,12,0.0996105683090648
P0856,12,12,0.268053854020861
P0857,36,36,0.021222410706976603
P0858,14,14,0.08527790280175128
P0859,14,14,0.008650607627232453
P0860,15,15,0.03750607728187575
P0861,40,40,0.03138762001454745
P0862,14,14,0.021532815408386346
P0863,31,31,0.05693976806906924
P0864,18,18,0.044872821848757356
P0865,17,17,0.014632861272848572
P0866,13,13,0.021159503327672604
P0867,22,22,0.025418058524675623
P0868,13,13,0.02349694662163585
P0869,18,18,0.011414488457285427
P0870,9,9,0.010085322910471727
P0871,12,12,0.010569138160467501
P0872,15,15,0.04208889951219854
P0873,12,12,0.024837521720870163
P0874,27,27,0.013367887095319407
P0875,22,22,0.022331699387634126
P0876,10,10,0.033259078698017974
P0877,20,20,0.004420347856296983
P0878,14,14,0.04721433021902587
P0879,37,37,0.054235548945434114
P0880,15,15,0.044705614777616844
P0881,12,12,0.014064608761635306
P0882,27,27,0.012309713888267355
P0883,14,14,0.02888297065014315
P0884,11,11,0.1663775150405148
P0885,19,19,0.01146527292560516
P0886,29,29,0.02168202029257786
P0887,15,15,0.03574882144103023
P0888,20,20,0.02049069604780959
P0889,23,23,0.03507396289761939
P0890,27,27,0.15270882630701607
P0891,33,33,0.02110567519790833
P0892,20,20,0.01776772437146296
P0893,10,10,0.049025901081474886
P0894,22,22,0.00748612709300208
P0895,17,17,0.006634854540367676
P0896,19,19,0.09140484871308997
P0897,14,14,0.08971355137982273
P0898,19,19,0.019743894997008706
P0899,50,50,0.010194609703543158
P0900,14,14,0.010528535762315803
P0901,11,11,0.015122234273493743
P0902,33,33,0.009880334908767548
P0903,11,11,0.005437157368801981
P0904,10,10,0.0295644000640035
P0905,44,44,0.01039174551725584
P0906,17,17,0.01145086526885129
P0907,9,9,0.041617756327189045
P0908,14,14,0.012487458599455672
P0909,34,34,0.015543067652621924
P0910,14,14,0.010976875005545499
P0911,8,8,0.030357881450472222
P0912,23,23,0.015926369644590863
P0913,13,13,0.011184370500478259
P0914,14,14,0.011327681531785814
P0915,16,16,0.011923157737779914
P0916,14,14,0.12483858087003473
P0917,10,10,0.036800918193507684
P0918,43,43,0.07855580517643687
P0919,17,17,0.008480897277666516
P0920,16,16,0.015583655541966251
P0921,23,23,0.02831997242433502
P0922,15,15,0.010092929860218477
P0923,15,15,0.014274086330412702
P0924,11,11,0.059281557687150786
P0925,19,19,0.026647498540890605
P0926,9,9,0.024677614432650173
P0927,20,20,0.03374820437724467
P0928,10,10,0.0711167679290608
P0929,41,41,0.02656697110231657
P0930,17,17,0.026579401280568852
P0931,12,12,0.04662187616701528
P0932,44,44,0.025867896130388403
P0933,20,20,0.04613383201808408
P0934,15,15,0.08125170582328081
P0935,38,38,0.014063886581400982
P0936,16,16,0.04040066062273305
P0937,18,18,0.010734423897601415
P0938,47,47,0.02210120846694001
P0939,14,14,0.02500566836780502
P0940,39,39,0.004485646089221793
P0941,13,13,0.02039030879761464
P0942,37,37,0.006514570482558279
P0943,11,11,0.011630859906766076
P0944,17,17,0.05508967545607248
P0945,16,16,0.09823591022401254
P0946,39,39,0.09794120862914633
P0947,21,21,0.021102752979600802
P0948,13,13,0.02342545119346834
P0949,37,37,0.011573792136128231
P0950,8,8,0.036763531501624515
P0951,15,15,0.027107396259222236
P0952,17,17,0.009849632551087877
P0953,11,11,0.012678690422028314
P0954,14,14,0.013620636204370781
P0955,41,41,0.007089977466267611
P0956,17,17,0.022282721279414795
P0957,16,16,0.01049017795182822
P0958,11,11,0.02602500125494249
P0959,11,11,0.011153396822143365
P0960,17,17,0.016098220011597338
P0961,17,17,0.04570949085634576
P0962,16,16,0.05526285552855227
P0963,13,13,0.025455022249570036
P0964,39,39,0.006901188469581331
P0965,30,30,0.02492998598822047
P0966,46,46,0.04884204218227763
P0967,9,9,0.048333835404936173
P0968,14,14,0.006237293666746297
P0969,21,21,0.01238543486885861
P0970,18,18,0.011816118181890089
P0971,29,29,0.017500262008173385
P0972,9,9,0.016773889927276426
P0973,29,29,0.08176024176144087
P0974,16,16,0.014442894381475417
P0975,23,23,0.03642358068851429
P0976,24,24,0.009443543767587218
P0977,19,19,0.02179547961299706
P0978,28,28,0.009097490312070498
P0979,14,14,0.01273499738706278
P0980,15,15,0.014514507806738092
P0981,17,17,0.019961334194106905
P0982,19,19,0.011799387235812553
P0983,9,9,0.03712076225265686
P0984,12,12,0.021335166279852963
P0985,17,17,0.03685684783508667
P0986,20,20,0.06765061339383215
P0987,22,22,0.02070251740994214
P0988,12,12,0.04439256708677489
P0989,21,21,0.04070940433778505
P0990,17,17,0.011779732166359387
P0991,11,11,0.01220238976617244
P0992,11,11,0.011622458559181564
P0993,17,17,0.01174644201252574
P0994,28,28,0.010959635434633054
P0995,35,35,0.06597953182897306
P0996,10,10,0.05595975648855941
P0997,28,28,0.017892107500318735
P0998,17,17,0.014653652249392678
P0999,36,36,0.06654461390826481
P1000,15,15,0.017175852534894915
P1001,38,38,0.027291242662101922
P1002,33,33,0.010205016953519984
P1003,20,20,0.010968113246631585
P1004,15,15,0.02634335002605737
P1005,16,16,0.008905803344086406
P1006,18,18,0.028234805633122344
P1007,33,33,0.02881987921122765
P1008,39,39,0.01069292442706088
P1009,50,50,0.01299191313695836
P1010,27,27,0.028532029447899246
P1011,16,16,0.035424502940631694
P1012,25,25,0.023050311633914244
P1013,13,13,0.1523653315678749
P1014,25,25,0.1071386040426541
P1015,40,40,0.011752815657521617
P1016,11,11,0.042743600899317113
P1017,19,19,0.027764026747667196
P1018,14,14,0.02198693795149873
P1019,21,21,0.016824140435075047
P1020,9,9,0.03771251811834044
P1021,31,31,0.016550017787338733
P1022,41,41,0.047807816137873806
P1023,44,44,0.03908728420440669
P1024,14,14,0.4195462338872116
P1025,17,17,0.04114527156837985
P1026,10,10,0.03344413137543704
P1027,17,17,0.038829347637272985
P1028,29,29,0.028291742820994264
P1029,14,14,0.03251781972494274
P1030,36,36,0.017974048922900936
P1031,18,18,0.022351585575296245
P1032,33,33,0.0327713980085327
P1033,45,45,0.00962181101657469
P1034,64,64,0.011010625524376889
P1035,13,13,0.01875759537860035
P1036,37,37,0.01799729441811767
P1037,35,35,0.08518675953442373
P1038,37,37,0.03091351925620046
P1039,12,12,0.19209298259702925
P1040,16,16,0.20038619778594466
P1041,35,35,0.011505003040127878
P1042,46,46,0.01624835637653663
P1043,43,43,0.005438697738159498
P1044,17,17,0.024993363808587295
P1045,27,27,0.012370311367447808
P1046,40,40,0.02045169002514389
P1047,19,19,0.01958236790217758
P1048,13,13,0.03759309257218267
P1049,11,11,0.018991207104689305
P1050,48,48,0.013628636378053864
P1051,9,9,0.06673992489569135
P1052,17,17,0.05584044966662884
P1053,19,19,0.04473458707931525
P1054,17,17,0.017417645741641053
P1055,45,45,0.011294128996228859
P1056,24,24,0.0691954150233205
P1057,49,49,0.05893647572353913
P1058,19,19,0.008722774753083692
P1059,11,11,0.06055731426621609
P1060,24,24,0.0273389544805475
P1061,10,10,0.050161776646060724
P1062,36,36,0.022605261067701485
P1063,23,23,0.01487495900055636
P1064,18,18,0.022525902515498523
P1065,27,27,0.02958714911061676
P1066,15,15,0.03510761896576182
P1067,20,20,0.06478070563232026
P1068,42,42,0.016893665082376306
P1069,27,27,0.10069823015885157
P1070,9,9,0.021755693312638845
P1071,27,27,0.015202509810437203
P1072,19,19,0.012244644433032541
P1073,14,14,0.00992136558459964
P1074,16,16,0.027191763605772273
P1075,15,15,0.020669267226726434
P1076,39,39,0.005404599643939722
P1077,17,17,0.02735596486148298
P1078,21,21,0.10124311316767204
P1079,24,24,0.010078700897879416
P1080,18,18,0.008097798828546394
P1081,16,16,0.030192477054270413
P1082,15,15,0.02697720922802695
P1083,11,11,0.02673458051236478
P1084,33,33,0.02891143172639174
P1085,15,15,0.03732296479463649
P1086,14,14,0.005502934296992516
P1087,27,27,0.02716713945949389
P1088,25,25,0.006534585413821028
P1089,18,18,0.017543472854196742
P1090,25,25,0.011987420761509044
P1091,23,23,0.17516320908588837
P1092,10,10,0.013996238175041798
P1093,16,16,0.01435711609919924
P1094,42,42,0.030481209781297206
P1095,11,11,0.029285634264647427
P1096,15,15,0.06816498756778656
P1097,12,12,0.027635515524873436
P1098,26,26,0.010114047432211426
P1099,32,32,0.012045272934538803
P1100,16,16,0.02427606831269853
P1101,15,15,0.014332034830816983
P1102,11,11,0.02231560834073122
P1103,16,16,0.03213411186583546
P1104,15,15,0.05715598985864304
P1105,13,13,0.009239474429114092
P1106,12,12,0.015088877579498807
P1107,29,29,0.07441571155300959
P1108,41,41,0.019642938315433817
P1109,61,61,0.012077305652500153
P1110,49,49,0.04312586890987474
P1111,26,26,0.008610795305513893
P1112,14,14,0.055494047323362244
P1113,51,51,0.009167042764592062
P1114,27,27,0.007774547592165027
P1115,39,39,0.0035380651313084927
P1116,19,19,0.03984369065571548
P1117,32,32,0.04300261984690723
P1118,16,16,0.09753409388012428
P1119,14,14,0.05687614007385888
P1120,15,15,0.01830508953111145
P1121,19,19,0.04344845836983433
P1122,15,15,0.008214090766303708
P1123,18,18,0.049093777657593825
P1124,43,43,0.024964976045558713
P1125,35,35,0.009575866978819111
P1126,34,34,0.033801636424104865
P1127,37,37,0.057436508743420885
P1128,11,11,0.27101236142416074
P1129,15,15,0.007776928575076432
P1130,16,16,0.08149218689838535
P1131,17,17,0.05794932078750988
P1132,17,17,0.020088623926542544
P1133,13,13,0.018220486567474117
P1134,17,17,0.1995766541190046
P1135,17,17,0.052681640755550166
P1136,32,32,0.031505281813179374
P1137,45,45,0.13821288649891508
P1138,36,36,0.041007040854112185
P1139,30,30,0.0085476812610662
P1140,20,20,0.01781673749672485
P1141,47,47,0.051932701916497126
P1142,15,15,0.020745447663285694
P1143,39,39,0.024525504372554983
P1144,23,23,0.03474836475863203
P1145,35,35,0.017899598801022383
P1146,37,37,0.01602318329476026
P1147,15,15,0.028201844813564636
P1148,34,34,0.03262529939002974
P1149,21,21,0.03458589772040259
P1150,35,35,0.0385622857199239
P1151,9,9,0.024389861436456
P1152,26,26,0.009622617118325587
P1153,16,16,0.11455380117507726
P1154,16,16,0.07290482611601574
P1155,49,49,0.005116576518671616
P1156,17,17,0.02015471289693855
P1157,15,15,0.021326299128146438
P1158,29,29,0.07431344129406943
P1159,24,24,0.005003161700980258
P1160,17,17,0.010833379069673058
P1161,40,40,0.006027444332223163
P1162,38,38,0.004431831604286037
P1163,18,18,0.02458815290724948
P1164,46,46,0.007161400557614414
P1165,19,19,0.023564761033233017
P1166,11,11,0.058169654598181554
P1167,15,15,0.1328145834831327
P1168,19,19,0.018303725734903655
P1169,38,38,0.028434836127731507
P1170,11,11,0.016066685213856444
P1171,10,10,0.021888510247261222
P1172,30,30,0.01823758059675885
P1173,11,11,0.03156110535536344
P1174,44,44,0.01178881713982213
P1175,46,46,0.02351650020388533
P1176,26,26,0.03066953852271338
P1177,17,17,0.039848634558953606
P1178,16,16,0.06637412562636028
P1179,38,38,0.011255804272321694
P1180,50,50,0.01748296437680271
P1181,14,14,0.1345968168779762
P1182,60,60,0.05416996175429025
P1183,38,38,0.06494631502501405
P1184,14,14,0.031432319717507214
P1185,14,14,0.043606834202699646
P1186,47,47,0.0137059665132766
P1187,31,31,0.02989767731690446
P1188,13,13,0.18190930564053828
P1189,26,26,0.02653493627453012
P1190,10,10,0.014966733560753802
P1191,25,25,0.2361706801007845
P1192,22,22,0.03101566573717195
P1193,21,21,0.005648975373728606
P1194,12,12,0.009420089132617855
P1195,54,54,0.005377416042079128
P1196,14,14,0.03210615348054208
P1197,32,32,0.023197363227303352
P1198,13,13,0.03469944966561764
P1199,19,19,0.020753343925363394
P1200,41,41,0.019921060746213016
P1201,35,35,0.022445602958236475
P1202,14,14,0.03603850778762828
P1203,13,13,0.03208537179797764
P1204,9,9,0.10912894976735711
P1205,11,11,0.1048323867314883
P1206,18,18,0.05200278207784979
P1207,47,47,0.02127353102209024
P1208,22,22,0.024980384069821632
P1209,32,32,0.09454366786867316
P1210,36,36,0.025316513781180116
P1211,17,17,0.04012005163290556
P1212,17,17,0.08959528033915196
P1213,31,31,0.07031478470060216
P1214,23,23,0.008177099015269616
P1215,25,25,0.022895844941915114
P1216,16,16,0.039300935441019536
P1217,15,15,0.04619205577740656
P1218,45,45,0.009038781005614269
P1219,33,33,0.016956768601094623
P1220,13,13,0.3964692114513688
P1221,44,44,0.018805685229662947
P1222,35,35,0.011504916408486523
P1223,38,38,0.1299223068202703
P1224,16,16,0.10894109956400504
P1225,27,27,0.07485307181986402
P1226,68,68,0.00801068226042189
P1227,50,50,0.051752427573843955
P1228,12,12,0.14457383147068512
P1229,45,45,0.025456217362353088
P1230,19,19,0.04233550017321278
P1231,28,28,0.017108437188651553
P1232,12,12,0.022397868878463695
P1233,8,8,0.06729522246189006
P1234,46,46,0.017965492900962422
P1235,18,18,0.05437334301720934
P1236,20,20,0.01695853013659071
P1237,42,42,0.007528286484259809
P1238,35,35,0.02851007085831472
P1239,34,34,0.011811015372049921
P1240,31,31,0.04069420574608998
P1241,36,36,0.020470384625587493
P1242,13,13,0.03657388795852184
P1243,44,44,0.06457105865178418
P1244,24,24,0.027849768570943043
P1245,16,16,0.05535628250509561
P1246,46,46,0.04959428696509496
P1247,15,15,0.028295248022381377
P1248,16,16,0.024575804018267696
P1249,33,33,0.07772971653891522
P1250,13,13,0.030726773354051592
P1251,15,15,0.11184582708055171
P1252,17,17,0.0775939718120485
P1253,20,20,0.012288264523466845
P1254,41,41,0.025832375000998845
P1255,32,32,0.09978374110746464
P1256,44,44,0.014042007507136207
P1257,22,22,0.0545515367398867
P1258,14,14,0.08259918462099422
P1259,26,26,0.018851582945635367
P1260,19,19,0.01900905230737531
P1261,27,27,0.05259123014446013
P1262,29,29,0.03984761279271658
P1263,36,36,0.015275188796643949
P1264,11,11,0.026945119792368778
P1265,27,27,0.012181897630617656
P1266,31,31,0.047926144672793304
P1267,48,48,0.05569641556876443
P1268,15,15,0.016722770526914843
P1269,43,43,0.014820740163105075
P1270,51,51,0.009115776159478218
P1271,35,35,0.023404626114512495
P1272,32,32,0.03077340471299177
P1273,27,27,0.11971166300957241
P1274,27,27,0.051933374892940566
P1275,39,39,0.009810209754905468
P1276,42,42,0.007786514199575278
P1277,13,13,0.013325498424876328
P1278,37,37,0.02962493209298496
P1279,19,19,0.03528262440632882
P1280,34,34,0.04613997519996153
P1281,47,47,0.007737775637284468
P1282,17,17,0.023269701248062963
P1283,29,29,0.018039245413229425
P1284,27,27,0.013032222026753833
P1285,17,17,0.07717063913829098
P1286,42,42,0.040026111173583456
P1287,15,15,0.017950139591402882
P1288,19,19,0.020356130050532394
P1289,23,23,0.07937645121166018
P1290,10,10,0.059906351945412856
P1291,30,30,0.05218239142926699
P1292,42,42,0.019210633953286683
P1293,49,49,0.004568109027575498
P1294,26,26,0.0343604011446523
P1295,51,51,0.009044286414288968
P1296,15,15,0.06363375468500677
P1297,12,12,0.072515075085681
P1298,38,38,0.058556091494869116
P1299,15,15,0.04242043764543192
P1300,43,43,0.006574880797965057
P1301,18,18,0.038333503991123695
P1302,32,32,0.03487200845506107
P1303,36,36,0.004561302728543813
P1304,48,48,0.01728034086436016
P1305,24,24,0.04664150334534107
P1306,21,21,0.019661124142209545
P1307,26,26,0.05132619564302461
P1308,30,30,0.006876996862923327
P1309,40,40,0.06101841386431254
P1310,17,17,0.054895887483162695
P1311,51,51,0.006761723194374416
P1312,24,24,0.014384848513788994
P1313,13,13,0.0389717836240101
P1314,45,45,0.01581582062885278
P1315,14,14,0.023100792713697502
P1316,43,43,0.0118185760632908
P1317,26,26,0.021721322152165566
P1318,33,33,0.033416923472548966
P1319,26,26,0.04026096618053212
P1320,44,44,0.044179204705359174
P1321,44,44,0.04527029785808506
P1322,28,28,0.006867345065332635
P1323,21,21,0.027068061916342916
P1324,40,40,0.00975613102714894
P1325,19,19,0.05090984240804025
P1326,32,32,0.028793828674906322
P1327,11,11,0.042674468173480105
P1328,48,48,0.006588492225835818
P1329,42,42,0.013044639197799902
P1330,31,31,0.0219379688683327
P1331,19,19,0.00285146020288279
P1332,32,32,0.16343123782869948
P1333,41,41,0.011406303453647541
P1334,36,36,0.006997193739419113
P1335,15,15,0.10540511447249064
P1336,44,44,0.009931943912049336
P1337,43,43,0.0060504005748622984
P1338,21,21,0.025560830985005226
P1339,50,50,0.029256519807290483
P1340,42,42,0.04534544280766089
P1341,48,48,0.01187251859630842
P1342,31,31,0.02676065545749198
P1343,14,14,0.024518884689469223
P1344,25,25,0.01492857474378066
P1345,33,33,0.07726233339264221
P1346,30,30,0.035385470467496655
P1347,24,24,0.02421348846680848
P1348,37,37,0.03758208761365163
P1349,15,15,0.11205766330518822
P1350,42,42,0.018729574864675837
P1351,47,47,0.013358452055186102
P1352,38,38,0.03527363031767916
P1353,48,48,0.005678358340173109
P1354,27,27,0.026319847780601216
P1355,72,72,0.02701187585316547
P1356,12,12,0.027766018800074403
P1357,20,20,0.04008993702164597
P1358,50,50,0.029452350401452488
P1359,22,22,0.050197909249706824
P1360,56,56,0.015583152520504311
P1361,18,18,0.030523993422100052
P1362,45,45,0.016561524524600083
P1363,27,27,0.03641427109794038
P1364,21,21,0.11751466421821052
P1365,48,48,0.03328847891887654
P1366,42,42,0.015412073169057027
P1367,47,47,0.01208945494613488
P1368,50,50,0.00851621141455994
P1369,12,12,0.03967508107042332
P1370,46,46,0.01749435206970494
P1371,58,58,0.04774835875086114
P1372,23,23,0.07635065277645085
P1373,26,26,0.01986020952707976
P1374,44,44,0.016709379636314938
P1375,43,43,0.01173831910894024
P1376,33,33,0.05605324476792622
P1377,49,49,0.015918416187792023
P1378,43,43,0.026575503926504748
P1379,13,13,0.039226447273348064
P1380,18,18,0.027853307704642238
P1381,20,20,0.012156739949253745
P1382,62,62,0.025683120737682957
P1383,45,45,0.051181244263084236
P1384,38,38,0.05179922910632
P1385,30,30,0.11899865006969707
P1386,26,26,0.03939729703140715
P1387,32,32,0.12196234954313401
P1388,32,32,0.04123145395780619
P1389,28,28,0.01925673555926172
P1390,53,53,0.06148755081875892
P1391,47,47,0.02603312614870316
P1392,39,39,0.033004821660104273
P1393,48,48,0.009756096743591057
P1394,28,28,0.10089654095434535
P1395,15,15,0.03030794777593288
P1396,54,54,0.02830411124263567
P1397,45,45,0.021104272333265763
P1398,36,36,0.16205308406160013
P1399,53,53,0.012386258153284934
P1400,54,54,0.013699279449317281
P1401,28,28,0.029699458972626262
P1402,52,52,0.034273910175631236
P1403,29,29,0.0576116758107965
P1404,45,45,0.01389552196228134
P1405,35,35,0.03202836709434047
P1406,58,58,0.07196011434873219
P1407,47,47,0.04024983118676268
P1408,41,41,0.034866528011169545
P1409,45,45,0.03125222149802884
P1410,21,21,0.008749537644621625
P1411,26,26,0.028266129326664273
P1412,39,39,0.01954186407949406
P1413,34,34,0.04081713620440792
P1414,50,50,0.013007909616285354
P1415,30,30,0.008790280031809842
P1416,39,39,0.05699291992453256
P1417,15,15,0.04401540306162447
P1418,64,64,0.02483027982715256
P1419,34,34,0.09775336930038867
P1420,59,59,0.05200621839841245
P1421,43,43,0.03668248953367353
P1422,19,19,0.060098810413694574
P1423,37,37,0.1191990329980962
P1424,44,44,0.16906295506769195
P1425,47,47,0.019163526182802003
P1426,54,54,0.01729902823774852
P1427,49,49,0.04826382637375271
P1428,53,53,0.048985839288235244
P1429,34,34,0.05094933166040805
P1430,34,34,0.05181427379363312
P1431,33,33,0.02183784568528993
P1432,34,34,0.025351746191684725
P1433,39,39,0.05536294488497994
P1434,54,54,0.02392716851980464
P1435,26,26,0.050142774180272826
P1436,42,42,0.025713312856885245
P1437,25,25,0.012892669781892891
P1438,49,49,0.007806318616106187
P1439,46,46,0.007087706607426777
P1440,46,46,0.011249810413364621
P1441,40,40,0.03608137238972519
P1442,53,53,0.020459950995661755
P1443,35,35,0.0321229097568531
P1444,26,26,0.017523607120769398
P1445,39,39,0.03928508875794754
P1446,51,51,0.019142305852073417
P1447,61,61,0.013427382209888403
P1448,45,45,0.01929105195853671
P1449,43,43,0.006661392607519864
P1450,19,19,0.01839582297589913
P1451,41,41,0.037526063030365944
P1452,39,39,0.13244607814311637
P1453,61,61,0.036794044775918855
P1454,31,31,0.01744384068061552
P1455,25,25,0.025918590438554497
P1456,31,31,0.033415308863954975
P1457,21,21,0.007917510913760424
P1458,31,31,0.019622015464369126
P1459,48,48,0.036399157112973334
P1460,33,33,0.06923566069486387
P1461,44,44,0.02190126905386654
P1462,50,50,0.027231777394994345
P1463,48,48,0.020581571605690723
P1464,61,61,0.016916952492332212
P1465,20,20,0.0514412970258679
P1466,44,44,0.021595349929052685
P1467,28,28,0.048281195805056396
P1468,45,45,0.004077401980489078
P1469,29,29,0.03860250898344434
P1470,42,42,0.020533423590956144
P1471,29,29,0.006111385425459228
P1472,31,31,0.012401487039508068
P1473,29,29,0.008698120787007711
P1474,24,24,0.011680055272788545
P1475,31,31,0.018367995762026575
P1476,42,42,0.07574210892933053
P1477,38,38,0.008586833551025918
P1478,31,31,0.07122880192837472
P1479,34,34,0.03031379995485158
P1480,61,61,0.019969570550417166
P1481,28,28,0.07379551477795887
P1482,47,47,0.011921183278649654
P1483,38,38,0.01326862698938783
P1484,32,32,0.022071384547555438
P1485,34,34,0.024812877988073412
P1486,61,61,0.05631525546436009
P1487,27,27,0.012331784409247171
P1488,48,48,0.006140368024362615
P1489,33,33,0.015715839211602592
P1490,43,43,0.014602907534439595
P1491,20,20,0.01613561369680228
P1492,25,25,0.030165789723033323
P1493,36,36,0.04911409336052093
P1494,26,26,0.12390816108077359
P1495,34,34,0.12054986990586958
P1496,43,43,0.004756389928183729
P1497,51,51,0.029329945929209237
P1498,25,25,0.01723058555009945
P1499,47,47,0.04314781925308122
P1500,52,52,0.017369339643233988
P1501,31,31,0.031471690306210144
P1502,42,42,0.024080262625444885
P1503,33,33,0.11408855795021261
P1504,29,29,0.019262119731035348
P1505,41,41,0.011298434278227684
P1506,41,41,0.00976014828425095
P1507,38,38,0.045986790579745696
P1508,33,33,0.018394717445009427
P1509,52,52,0.02902941575722824
P1510,55,55,0.014053002169479181
P1511,33,33,0.03611982638692134
P1512,41,41,0.012972882551547547
P1513,18,18,0.011807462179160557
P1514,43,43,0.05220846811602964
P1515,21,21,0.013921458898889719
P1516,33,33,0.05187683794523804
P1517,29,29,0.006660659214121377
P1518,19,19,0.046734937023054944
P1519,21,21,0.02046502014159026
P1520,40,40,0.051079652710055594
P1521,46,46,0.020594526883973167
P1522,28,28,0.00868545015044289
P1523,26,26,0.018216200047082284
P1524,56,56,0.015765457618657507
P1525,55,55,0.021102805482305666
P1526,26,26,0.0199497837562677
P1527,63,63,0.01817043140808906
P1528,34,34,0.026358601594740357
P1529,31,31,0.039438729806319024
P1530,18,18,0.04888697688077927
P1531,40,40,0.015901730489460343
P1532,63,63,0.04997381723949725
P1533,37,37,0.07222349670188828
P1534,49,49,0.011032848611859204
P1535,42,42,0.03335512493612703
P1536,52,52,0.01315464576200408
P1537,29,29,0.014501264751506949
P1538,39,39,0.01383751845836242
P1539,56,56,0.009532633697211428
P1540,21,21,0.021629389996442223
P1541,51,51,0.011756143663634797
P1542,67,67,0.028031243484811966
P1543,60,60,0.05187503967359525
P1544,56,56,0.018439928816382206
P1545,77,77,0.025461028102619247
P1546,60,60,0.02130137011019594
P1547,32,32,0.02696628513270293
P1548,49,49,0.013022365160797475
P1549,33,33,0.02520674355354142
P1550,52,52,0.021561361579878705
P1551,26,26,0.021487749445344446
P1552,42,42,0.1187086547718655
P1553,41,41,0.018249562692149283
P1554,46,46,0.06852268657102979
P1555,19,19,0.012322709884014505
P1556,32,32,0.04277509960128405
P1557,54,54,0.005073271646798346
P1558,53,53,0.0733033332281219
P1559,53,53,0.012405484265031741
P1560,44,44,0.027120310626209936
P1561,40,40,0.020545739373176865
P1562,48,48,0.007297767428523339
P1563,56,56,0.009597207785737968
P1564,49,49,0.017354518890210783
P1565,27,27,0.015697316397039383
P1566,33,33,0.055911161566513976
P1567,41,41,0.015600344531930084
P1568,56,56,0.027055006330723653
P1569,48,48,0.014810456328106153
P1570,17,17,0.032046991378483915
P1571,41,41,0.030022282431043965
P1572,41,41,0.016469926007630517
P1573,40,40,0.03527655769792332
P1574,55,55,0.016617510189975614
P1575,44,44,0.0607030083216842
P1576,34,34,0.011160771973883165
P1577,74,74,0.022698258129991072
P1578,58,58,0.025649171438612228
P1579,23,23,0.019351685033781527
P1580,46,46,0.015940991884111994
P1581,37,37,0.021308953151374873
P1582,48,48,0.022643734517806796
P1583,58,58,0.013443198690990754
P1584,57,57,0.059575528595218016
P1585,55,55,0.02583245308134965
P1586,45,45,0.015858138375561177
P1587,43,43,0.05367512631346972
P1588,15,15,0.008551274763655102
P1589,34,34,0.017297131994343597
P1590,47,47,0.021283719872467126
P1591,57,57,0.0135524181630914
P1592,36,36,0.03449060287891161
P1593,32,32,0.01161361146411908
P1594,51,51,0.01598526495111902
P1595,37,37,0.044937960621821885
P1596,20,20,0.055955544822673904
P1597,46,46,0.03154866913297179
P1598,40,40,0.029638599723198412
P1599,49,49,0.019878846988868572
P1600,29,29,0.028280084871758825
P1601,55,55,0.10750490917969342
P1602,43,43,0.041893484794405064
P1603,36,36,0.047593286353411444
P1604,51,51,0.00954001881191084
P1605,72,72,0.023643044661241314
P1606,44,44,0.02757580453820211
P1607,54,54,0.00849591745875112
P1608,29,29,0.015227609749272121
P1609,62,62,0.02047281009719208
P1610,25,25,0.037863429614963126
P1611,47,47,0.04371552597257931
P1612,42,42,0.019189321871421885
P1613,21,21,0.03682795691562391
P1614,51,51,0.020302748499417975
P1615,23,23,0.014769523191330028
P1616,39,39,0.01686052465721572
P1617,60,60,0.007350546745624257
P1618,45,45,0.01928334352559953
P1619,39,39,0.022521389403994407
P1620,42,42,0.0054282741756489445
P1621,51,51,0.01703999972048016
P1622,59,59,0.01602882833698077
P1623,61,61,0.007465317699115846
P1624,54,54,0.00821343427594219
P1625,34,34,0.011713125992176273
P1626,27,27,0.021029410769762433
P1627,51,51,0.01535504883779762
