uid,chromatic_residual_chi2,chromatic_rank,phase_given_chromatic_chi2,phase_rank,remaining_chi2,post_source_chi2
P0185,130.98395373884748,2,108.1688855635541,2,206.03524955405877,445.18808885646007
P0186,2514.2831876424207,2,3340.3329625554234,2,1669.1234153335424,7523.7395655313885
P0187,2394.6712946745183,5,1163.1026864627677,2,960.9228568620879,4518.696837999375
P0188,5.90053755441607,2,3.822850942085722,2,21.36834717286563,31.091735669367427
P0189,74.63288960985761,3,49.550635911274405,2,373.367406464454,497.5509319855859
P0190,101.43379547103808,4,1.8657969594556283,2,7.34177297926758,110.6413654097613
P0191,72.23739282233248,3,42.03860408546864,2,525.9814737985234,640.2574707063246
P0192,27.096508818187107,4,44.39195424626072,2,123.60160666406439,195.0900697285123
P0193,67.51363827913615,4,70.33396641735914,2,171.451011891366,309.29861658786126
P0194,2145.1991475410273,4,342.7537632324907,2,1644.4238087737137,4132.37671954723
P0195,108.59908052470604,3,53.32145622142491,2,115.13223357207849,277.0527703182094
P0196,8.63129560308223,2,7.310705619876992,2,52.65503405873266,68.59703528169187
P0197,268.5176154693522,6,30.609405844602612,2,73.53284516281649,372.6598664767709
P0198,0.07578350831616516,3,0.08682369547630876,2,0.8968263882442615,1.0594335920367355
P0199,2205.7561186819735,5,871.5100670366446,2,2239.390391493469,5316.656577212087
P0200,31.387210087103032,2,7.123428947850732,2,47.610846942574305,86.12148597752807
P0201,1209.039931368932,3,598.5527741278011,2,1869.4310568796118,3677.0237623763446
P0202,757.9688784002843,4,13.136863669812849,2,443.66707488196334,1214.7728169520603
P0203,108.70928428489063,2,651.3053041665694,2,537.8088409149011,1297.8234293663606
P0204,5.346652321992408,3,25.40650395769058,2,48.638100982394185,79.39125726207712
P0205,16.11733100042763,3,37.08515519963505,2,152.30109153327305,205.5035777333357
P0206,137.75450595731724,4,9.065546351341608,2,1730.8816657736252,1877.7017180822843
P0207,1779.6740647248669,3,1341.8319805778144,2,3072.1899657853555,6193.696011088033
P0208,25.542218651538462,2,9.699957330635108,2,43.987436871278426,79.22961285345201
P0209,25.917864632839766,3,0.4559035972923964,2,96.7975089256708,123.17127715580294
P0210,2.685745479902499,2,7.136377826141972,2,15.805257594642978,25.627380900687452
P0211,173.2740432235805,6,52.53061827299366,2,164.41384268069024,390.2185041772643
P0212,10.220906701526081,2,1.2808166560990897,2,7.444341939373592,18.946065296998757
P0213,17.391024934246857,2,5.064384556174116,2,25.546334562692763,48.001744053113754
P0214,209.58909015779406,6,9.663359071934055,2,62.42105920553337,281.6735084352615
P0215,112.31526223358027,2,56.321452388649675,2,363.5270332737038,532.1637478959337
P0216,230.69676031924828,2,292.34064392791925,2,1095.4542828113704,1618.491687058538
P0217,481.56760548538614,5,157.98702048039195,2,119.07576428247519,758.6303902482543
P0218,24.88247661554353,3,10.613433045570371,2,13.278353803534108,48.77426346464794
P0219,24.750600956684334,2,447.8497480863921,2,680.2599184514555,1152.8602674945316
P0220,1.1583977912852415,1,3.9528777698707174,2,139.55148127284187,144.66275683399786
P0221,125.12340555508032,4,143.22305259321456,2,47.85873769973577,316.2051958480307
P0222,38.49774009077728,2,186.59768573887717,2,232.866423538914,457.9618493685685
P0223,177.830223075284,2,369.1983669536794,2,73.68086698780397,620.709457016768
P0224,128.3187011287318,3,20.699117325161648,2,72.25849567599558,221.27631412988902
P0225,97.55718082911153,4,64.25082403056085,2,37.02586567953526,198.83387053920757
P0226,214.51542812599345,3,437.60882185560143,2,265.39259784567145,917.516847827266
P0227,61.06664332051474,4,18.846778208005354,2,11.409597415710632,91.32301894423077
P0228,40.629794982058506,2,99.86208441767621,2,493.58588283237657,634.0777622321114
P0229,35.31700646505729,3,82.35805246443826,2,459.60058613144184,577.2756450609373
P0230,178.45339155986784,4,320.4850951097449,2,235.8604839698791,734.7989706394919
