category,uid_i,uid_j,delta_z,angle_deg,W_cosine,same_survey
same_direction_different_z,D0533,D1617,0.39697000000000005,0.03475110210264696,0.9901263088778887,True
same_direction_different_z,D0532,D1485,0.32464000000000004,0.035270129461595884,0.9976500329051454,True
same_direction_different_z,D0712,D1310,0.20024999999999998,0.035395584020141785,0.9980835196134737,True
same_direction_different_z,D0536,D0875,0.12207999999999997,0.03545122967645181,0.9977264834918332,True
same_direction_different_z,D1261,D1765,0.29691,0.03552403783688067,0.9999999999999999,True
same_direction_different_z,D0802,D1813,0.6005699999999999,0.03579674834446647,0.9973368794263199,True
same_direction_different_z,D1307,D1402,0.03268000000000004,0.036131768145250424,1.0000000000000002,True
same_direction_different_z,D1406,D1684,0.14910999999999996,0.036371703503090595,0.9973927244837255,True
same_direction_different_z,D0224,D0820,0.27848,0.03645932895345079,0.9977504645107046,True
same_direction_different_z,D0866,D1335,0.15592000000000006,0.03651524072703178,0.9976311071152505,True
same_direction_different_z,D0648,D1046,0.14665000000000006,0.03682074612770383,0.9976254840624215,True
same_direction_different_z,D0226,D0563,0.17643999999999999,0.03689343003557159,0.9977064464285014,True
same_direction_different_z,D0457,D1604,0.4093,0.036921762334610635,1.0000000000000002,True
same_direction_different_z,D0386,D0640,0.08927999999999997,0.03694368561583963,0.9976798143851509,True
same_direction_different_z,D0952,D1189,0.07822000000000001,0.03700055081613713,0.9999999999999999,True
same_direction_different_z,D0935,D1372,0.13657999999999998,0.03706823844319899,0.9978586922262197,True
same_direction_different_z,D0452,D1178,0.24622,0.037375250408885376,1.0,True
same_direction_different_z,D1616,D1706,0.07358999999999993,0.03791358780331946,1.0000000000000002,True
same_direction_different_z,D0730,D1777,0.49910999999999994,0.03810821099711626,0.9981942035663496,True
same_direction_different_z,D0907,D1060,0.05448000000000003,0.03820795616813723,0.9936641389587487,True
same_direction_different_z,D0503,D0633,0.04026000000000002,0.03821487398889191,0.9977220956719817,True
same_direction_different_z,D1512,D1730,0.15778000000000003,0.03828352690883818,0.9974905857559153,True
same_direction_different_z,D0304,D0692,0.16407000000000002,0.03839091363288932,0.9932381367255845,True
same_direction_different_z,D0217,D1023,0.37554,0.038395428084865485,0.9974905857559153,True
same_direction_different_z,D0958,D1180,0.06953999999999994,0.03866713005030544,0.9978850374830823,True
same_direction_different_z,D0264,D0517,0.12256000000000003,0.03916075547472871,0.9978333164070685,True
same_direction_different_z,D1224,D1415,0.06369999999999998,0.03929853368818249,0.9976526083365722,True
same_direction_different_z,D1200,D1478,0.08736,0.04006603653382453,0.997599036151527,True
same_direction_different_z,D1039,D1599,0.20289999999999997,0.04016838872581423,1.0,True
same_direction_different_z,D0723,D1431,0.23080999999999996,0.04031172064291513,0.9989875223067768,True
same_direction_different_z,D0276,D1266,0.37554000000000004,0.04039058354089178,0.9977784156280822,True
same_direction_different_z,D0868,D1048,0.06719999999999998,0.04056796953503324,0.9978300047009183,True
same_direction_different_z,D0797,D1783,0.48711,0.04092468367428971,0.9950889986975487,True
same_direction_different_z,D0678,D1635,0.35845,0.04100000974686761,0.9975369760695997,True
same_direction_different_z,D0246,D0355,0.06952000000000003,0.04110784312288451,0.9978401931563324,True
same_direction_different_z,D1150,D1737,0.28618999999999994,0.04122404074237253,0.9999999999999999,True
same_direction_different_z,D0299,D1693,0.5646100000000001,0.04134394606271213,1.0,True
same_direction_different_z,D1691,D1762,0.08343999999999996,0.04204687347931374,1.0,True
same_direction_different_z,D0609,D1641,0.39504999999999996,0.04216315286440115,0.9977734706832355,True
same_direction_different_z,D0771,D1609,0.30411999999999995,0.04216676287992764,0.9916485655290455,True
same_direction_different_z,D0718,D1211,0.16513000000000005,0.04220067930378205,0.9957718246392206,True
same_direction_different_z,D1220,D1501,0.09687999999999997,0.0424877682577169,0.9975278083317083,True
same_direction_different_z,D0344,D1361,0.35567,0.04254155078418205,0.9978800278171781,True
same_direction_different_z,D1564,D1738,0.14954,0.04256360795889168,0.9978486641959972,True
same_direction_different_z,D0454,D1514,0.35750000000000004,0.04273018572653824,0.997809588615983,True
same_direction_different_z,D0704,D0878,0.06063000000000002,0.042747312557865284,0.9952295647409788,True
